source_csv,sample_count,duration_s,tip_rms_m,tip_max_abs_m,x_rmse_m,z_rmse_m,final_x_error_m,settled,settling_time_s,control_energy,control_rate,solve_time_mean_ms,solve_time_p95_ms,solve_time_max_ms,saturation_rate,finite_outputs,minimum_uav_height_m,minimum_tip_height_m,maximum_abs_joint_angle_rad,maximum_abs_roll_rad,maximum_abs_pitch_rad,maximum_abs_ax_m_s2,maximum_ax_step_change_m_s2,thrust_min_N,thrust_max_N,torque_max_abs_Nm,rotor_motor_max_abs_cmd,anchor_active_any,observer_enabled,controller_mode,seed,scenario,mode,safe,failure_reasons
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-DA-PMPC\crosswind_hover\seed_007\run.csv.gz,2401,12.0,0.017128648310015298,0.036259424944457386,0.019296605331976996,2.983572807866392e-05,-0.00035014988926154364,True,4.0,0.027256937395742687,3.712195542272165,0.6597519783423573,0.7596,2.9521,0.012494793835901708,True,3.1999293404409315,0.387114582095638,0.00814461625139501,0.0,0.015503683846523364,0.20141424107376443,0.03172137566607669,129.879472768525,129.89920529352844,0.1352322328487136,0.0,False,True,full,7,crosswind_hover,LS-DA-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-DA-PMPC\crosswind_hover\seed_008\run.csv.gz,2401,12.0,0.008788764684091083,0.02560023461594166,0.010813469172522263,1.2219569896547438e-05,-0.004084519278499731,True,4.0,0.013474605650907558,5.735977835952284,0.6637737192836317,0.8763,2.2878,0.04164931278633902,True,3.1999637647008266,0.3879674732625007,0.00833395251732993,0.0,0.00778471414324246,0.1273246928927072,0.05434447062011152,129.87789582481534,129.89116222221855,0.16329349632383333,0.0,False,True,full,8,crosswind_hover,LS-DA-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-DA-PMPC\crosswind_hover\seed_009\run.csv.gz,2401,12.0,0.004645519744487978,0.010736474512432398,0.003267023161240385,1.651343043823828e-06,0.007300672646522682,True,4.0,0.0018185657250302898,0.5753318034947164,0.6781657642648897,0.923,3.1956,0.029154518950437316,True,3.1999958526517123,0.3890556135919499,0.002799926005673354,0.0,0.0036620776454445044,0.05818448717315529,0.019722031431160216,129.88403720756435,129.88566865661937,0.05136954731610073,0.0,False,True,full,9,crosswind_hover,LS-DA-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-DA-PMPC\crosswind_hover\seed_010\run.csv.gz,2401,12.0,0.025138185605841638,0.05884854491067873,0.018964339815209744,4.944825644172494e-05,-0.0038646906316071286,True,4.0,0.03914208168318037,12.259326672215996,0.6366963348604747,0.7356,2.2104,0.01665972511453561,True,3.1998609856931157,0.38507344372760577,0.01321873065476517,0.0,0.01404833022950589,0.2567599441482081,0.06357653658400741,129.87278606843762,129.91021835157122,0.19719464978610904,0.0,False,True,full,10,crosswind_hover,LS-DA-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-DA-PMPC\crosswind_hover\seed_011\run.csv.gz,2401,12.0,0.0038097780852133826,0.011102178883395153,0.0031672991842196688,6.832633576496747e-07,0.008887132766596665,True,4.0,0.0022978281180847204,0.708475191097076,0.6839740524781341,0.9973,2.5661,0.029154518950437316,True,3.199997981187703,0.3892198156952096,0.0024530875396001177,0.0,0.0029308778678377775,0.044143383361498784,0.014272283116045479,129.88376768158474,129.88539089046168,0.03758086127379259,0.0,False,True,full,11,crosswind_hover,LS-DA-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-DA-PMPC\crosswind_hover\seed_012\run.csv.gz,2401,12.0,0.004478370243945517,0.009915978791151692,0.0033477089101579195,1.7095145698480978e-06,0.006720140374498045,True,4.0,0.002326893558648547,0.7692323539240833,0.7633170762182424,1.137,1.5539,0.054144106622240736,True,3.199995520321217,0.3891578764445564,0.0025561969359176057,0.0,0.0028223748640484702,0.06408435291718852,0.020256647067881065,129.88359467421884,129.88552541797074,0.04617633645338291,0.0,False,True,full,12,crosswind_hover,LS-DA-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-DA-PMPC\crosswind_hover\seed_013\run.csv.gz,2401,12.0,0.010472569375230861,0.02179771602097047,0.005085076943740826,6.0075193787225135e-06,0.00880279131927409,True,4.0,0.004287762288880717,1.2570243173364624,0.622307788421491,0.9138,3.1621,0.02082465639316951,True,3.1999861664822316,0.38828377036750167,0.00456878198072885,0.0,0.004390442421772349,0.07368771789162303,0.019579951405590375,129.882711386452,129.8864622239625,0.07444968479254285,0.0,False,True,full,13,crosswind_hover,LS-DA-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-DA-PMPC\crosswind_hover\seed_014\run.csv.gz,2401,12.0,0.015039249447580217,0.034395142357327185,0.010536278863915949,1.8545969290397748e-05,-0.0009308008459729244,True,4.0,0.01308087729681922,3.0965275556474134,0.7631602249062891,0.8797,1.5194,0.04164931278633902,True,3.1999481675100556,0.3873461662299912,0.006937342107906603,0.0,0.00891664969576683,0.13424055121419926,0.038701088425791286,129.87971943692037,129.8914597439117,0.15499655171798965,0.0,False,True,full,14,crosswind_hover,LS-DA-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-DA-PMPC\crosswind_hover\seed_015\run.csv.gz,2401,12.0,0.006156728122070515,0.013563680322734611,0.008190140969971556,4.315360713016289e-06,-0.004877492215882541,True,4.0,0.00617221427936037,1.5692368914586163,0.7769650145772594,0.9296,2.0466,0.02082465639316951,True,3.1999875386124352,0.3890139792024282,0.0030881757140474543,0.0,0.005085683291877107,0.07785928339211945,0.015601455186520778,129.88310098156654,129.88778743476652,0.06792250052512144,0.0,False,True,full,15,crosswind_hover,LS-DA-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-DA-PMPC\crosswind_hover\seed_016\run.csv.gz,2401,12.0,0.010761648773577992,0.021603373707312495,0.006351665950868043,6.875538955597096e-06,0.00029219335850114023,True,4.0,0.005747297760516586,1.8794553385453632,0.7659463973344439,0.8955,2.0459,0.04581424406497293,True,3.199982897174124,0.38815261796441014,0.005383667579962351,0.0,0.004188005487348845,0.07856343267567961,0.0217947476998524,129.88301357603268,129.8874701308434,0.07279860347583716,0.0,False,True,full,16,crosswind_hover,LS-DA-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-DA-PMPC\crosswind_hover\seed_017\run.csv.gz,2401,12.0,0.008545821581819742,0.02017533381646472,0.01195832686940527,9.062371078503251e-06,-0.002484849695145783,True,4.0,0.015374343988708825,6.0700651847664115,0.8477097875885048,0.9498,2.1168,0.029154518950437316,True,3.1999775920666598,0.3888557443493154,0.005261265865437693,0.0,0.008218723777641056,0.12707118514235635,0.042143456863664414,129.87923527091445,129.89276775705983,0.12994381201940214,0.0,False,True,full,17,crosswind_hover,LS-DA-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-DA-PMPC\crosswind_hover\seed_018\run.csv.gz,2401,12.0,0.0108991051787634,0.02665799035915442,0.006009724093731416,8.001096411803193e-06,0.0003262693671465397,True,4.0,0.006752074375636739,2.2835339258693748,0.7758248229904207,0.8846,2.245,0.017076218242399,True,3.199978731752645,0.3876042976639199,0.0060852472765725515,0.0,0.004430151463304378,0.10241726456726322,0.031097857457653852,129.8822410232752,129.8871242347216,0.09855143821580006,0.0,False,True,full,18,crosswind_hover,LS-DA-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-DA-PMPC\crosswind_hover\seed_019\run.csv.gz,2401,12.0,0.012350742392653399,0.024458494071012138,0.009718202959128635,1.2261909232047078e-05,0.01254915875544322,True,4.0,0.010090039425086732,2.8550048285841148,0.8034832153269471,0.8845,1.86,0.029154518950437316,True,3.199972367184625,0.3880728072143125,0.00491455986940887,0.0,0.007081152797282558,0.12383442313110826,0.034584796174074714,129.88084405594645,129.88981265610735,0.10312697670660757,0.0,False,True,full,19,crosswind_hover,LS-DA-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-DA-PMPC\gust_micro_adjust\seed_000\run.csv.gz,2401,12.0,0.06782063541634224,0.15464183736354128,0.024917847510428113,0.00025991429851322437,-0.021871107114293242,True,11.645,0.19567493446570186,28.124821413565574,0.6770631820074968,0.9537,2.4188,0.008329862557267805,True,3.1992929797300844,0.3809768989492207,0.039608179906617906,0.0,0.02671416402254613,0.4265686988398809,0.12643660564286768,129.799526445702,129.97117269773767,0.42512130587259217,0.0,False,True,full,0,gust_micro_adjust,LS-DA-PMPC,True,[]
D:\Desktop\my_project\Simulation of Anti-Sway Control for a UAV-Suspended Multi-Link Cutting Device under Wind Disturbances\artifacts\s5b\random\LS-DA-PMPC\gust_micro_adjust\seed_001\run.csv.gz,2401,12.0,0.06027448296269366,0.14633603455367053,0.028209334614355965,0.00024012951872834018,-0.0019016235892403976,True,10.03,0.1892144026599386,24.70820191797498,0.6705156184922949,0.9335,2.2571,0.004164931278633903,True,3.1993561199588547,0.3819846640060398,0.03663199565674852,0.0,0.027682799860604495,0.4661497188951931,0.11388370441134887,129.82072314481218,129.95368152418254,0.41935150621896694,0.0,False,True,full,1,gust_micro_adjust,LS-DA-PMPC,True,[]
